 aryl_halide_.C3_NMR_shift , aryl_halide_V3_intensity , ligand_.C15_NMR_shift , ligand_.C16_electrostatic_charge , ligand_V10_intensity , yield 
2.394801,-0.270597,-0.005036,-1.591601,1.756769,28.55
-0.467225,-0.6235,-0.005036,-1.591601,1.756769,13.87
-0.467402,-0.691324,-0.005036,-1.591601,1.756769,22.22
0.067187,-0.736723,-0.005036,-1.591601,1.756769,26.64
-0.54314,1.166942,-0.005036,-1.591601,1.756769,1.63
-1.057556,-0.200914,-0.005036,-1.591601,1.756769,2.13
-0.452184,-0.87062,-0.005036,-1.591601,1.756769,2.57
-0.45006,-0.8896,-0.005036,-1.591601,1.756769,8.38
2.202713,-0.898734,-0.005036,-1.591601,1.756769,11.21
-0.388744,1.671355,-0.005036,-1.591601,1.756769,6.82
-0.390691,0.948264,-0.005036,-1.591601,1.756769,13.15
0.731575,2.270557,-0.005036,-1.591601,1.756769,12.69
-0.501466,-0.435562,-0.005036,-1.591601,1.756769,3.24
-0.496954,-0.34854,-0.005036,-1.591601,1.756769,5.97
2.394801,-0.270597,-0.005036,-1.591601,1.756769,8.04
-0.467225,-0.6235,-0.005036,-1.591601,1.756769,18.98
-0.467402,-0.691324,-0.005036,-1.591601,1.756769,28.6
0.067187,-0.736723,-0.005036,-1.591601,1.756769,40.27
-0.54314,1.166942,-0.005036,-1.591601,1.756769,1.79
-1.057556,-0.200914,-0.005036,-1.591601,1.756769,2.07
-0.452184,-0.87062,-0.005036,-1.591601,1.756769,5.16
-0.45006,-0.8896,-0.005036,-1.591601,1.756769,11.89
2.202713,-0.898734,-0.005036,-1.591601,1.756769,29.84
-0.388744,1.671355,-0.005036,-1.591601,1.756769,16.58
-0.390691,0.948264,-0.005036,-1.591601,1.756769,26.94
0.731575,2.270557,-0.005036,-1.591601,1.756769,27.31
-0.501466,-0.435562,-0.005036,-1.591601,1.756769,5.54
-0.496954,-0.34854,-0.005036,-1.591601,1.756769,10.25
2.394801,-0.270597,-0.005036,-1.591601,1.756769,14.87
-0.54314,1.166942,-1.596058,0.283227,-0.544071,0.8
-1.057556,-0.200914,-1.596058,0.283227,-0.544071,2.97
-0.45006,-0.8896,-1.596058,0.283227,-0.544071,1.6
2.202713,-0.898734,-1.596058,0.283227,-0.544071,2.6
-0.388744,1.671355,-1.596058,0.283227,-0.544071,3.51
-0.390691,0.948264,-1.596058,0.283227,-0.544071,8.01
0.731575,2.270557,-1.596058,0.283227,-0.544071,9.01
2.394801,-0.270597,-1.596058,0.283227,-0.544071,1.17
-0.467225,-0.6235,-1.596058,0.283227,-0.544071,24.21
-0.467402,-0.691324,-1.596058,0.283227,-0.544071,35.92
0.067187,-0.736723,-1.596058,0.283227,-0.544071,35.33
-0.545883,-0.327372,-1.596058,0.283227,-0.544071,0.55
-0.54314,1.166942,-1.596058,0.283227,-0.544071,36.53
-1.057556,-0.200914,-1.596058,0.283227,-0.544071,40.65
-0.452184,-0.87062,-1.596058,0.283227,-0.544071,2.41
-0.45006,-0.8896,-1.596058,0.283227,-0.544071,56.84
2.202713,-0.898734,-1.596058,0.283227,-0.544071,58.99
-0.388744,1.671355,-1.596058,0.283227,-0.544071,60.26
-0.390691,0.948264,-1.596058,0.283227,-0.544071,60.25
0.731575,2.270557,-1.596058,0.283227,-0.544071,63.43
-0.501466,-0.435562,-1.596058,0.283227,-0.544071,25.83
-0.496954,-0.34854,-1.596058,0.283227,-0.544071,60.28
2.394801,-0.270597,-1.596058,0.283227,-0.544071,61.93
-0.467225,-0.6235,-1.596058,0.283227,-0.544071,28.13
-0.467402,-0.691324,-1.596058,0.283227,-0.544071,40.1
0.067187,-0.736723,-1.596058,0.283227,-0.544071,48.7
-0.545883,-0.327372,-1.596058,0.283227,-0.544071,0.72
-0.54314,1.166942,-1.596058,0.283227,-0.544071,51.39
-1.057556,-0.200914,-1.596058,0.283227,-0.544071,56.62
-0.452184,-0.87062,-1.596058,0.283227,-0.544071,2.85
-0.45006,-0.8896,-1.596058,0.283227,-0.544071,73.32
2.202713,-0.898734,-1.596058,0.283227,-0.544071,74.44
-0.388744,1.671355,-1.596058,0.283227,-0.544071,81.54
-0.390691,0.948264,-1.596058,0.283227,-0.544071,85.4
0.731575,2.270557,-1.596058,0.283227,-0.544071,88.51
-0.501466,-0.435562,-1.596058,0.283227,-0.544071,31.87
-0.496954,-0.34854,-1.596058,0.283227,-0.544071,85.81
2.394801,-0.270597,-1.596058,0.283227,-0.544071,83.31
-0.467225,-0.6235,-1.596058,0.283227,-0.544071,13.03
-0.467402,-0.691324,-1.596058,0.283227,-0.544071,16.1
0.067187,-0.736723,-1.596058,0.283227,-0.544071,15.87
-0.545883,-0.327372,-1.596058,0.283227,-0.544071,1.88
-0.54314,1.166942,-1.596058,0.283227,-0.544071,14.86
-1.057556,-0.200914,-1.596058,0.283227,-0.544071,19.38
-0.452184,-0.87062,-1.596058,0.283227,-0.544071,4.58
-0.45006,-0.8896,-1.596058,0.283227,-0.544071,22.01
2.202713,-0.898734,-1.596058,0.283227,-0.544071,22.22
-0.388744,1.671355,-1.596058,0.283227,-0.544071,21.68
-0.390691,0.948264,-1.596058,0.283227,-0.544071,35.06
0.731575,2.270557,-1.596058,0.283227,-0.544071,30.72
-0.501466,-0.435562,-1.596058,0.283227,-0.544071,10.88
-0.496954,-0.34854,-1.596058,0.283227,-0.544071,21.38
2.394801,-0.270597,-1.596058,0.283227,-0.544071,23.67
-0.467225,-0.6235,-1.596058,0.283227,-0.544071,0.75
-0.467402,-0.691324,-1.596058,0.283227,-0.544071,9.79
0.067187,-0.736723,-1.596058,0.283227,-0.544071,23.97
-0.54314,1.166942,-1.596058,0.283227,-0.544071,6.68
-1.057556,-0.200914,-1.596058,0.283227,-0.544071,25.47
-0.45006,-0.8896,-1.596058,0.283227,-0.544071,14.44
2.202713,-0.898734,-1.596058,0.283227,-0.544071,41.97
-0.388744,1.671355,-1.596058,0.283227,-0.544071,12.36
-0.390691,0.948264,-1.596058,0.283227,-0.544071,33.74
0.731575,2.270557,-1.596058,0.283227,-0.544071,44.54
-0.496954,-0.34854,-1.596058,0.283227,-0.544071,30.44
2.394801,-0.270597,-1.596058,0.283227,-0.544071,39.11
-0.467225,-0.6235,-1.596058,0.283227,-0.544071,22.89
-0.467402,-0.691324,-1.596058,0.283227,-0.544071,27.11
0.067187,-0.736723,-1.596058,0.283227,-0.544071,41.67
-0.545883,-0.327372,-1.596058,0.283227,-0.544071,2.86
-0.54314,1.166942,-1.596058,0.283227,-0.544071,21.62
-1.057556,-0.200914,-1.596058,0.283227,-0.544071,35.07
-0.452184,-0.87062,-1.596058,0.283227,-0.544071,13.57
-0.45006,-0.8896,-1.596058,0.283227,-0.544071,44.18
2.202713,-0.898734,-1.596058,0.283227,-0.544071,61.5
-0.388744,1.671355,-1.596058,0.283227,-0.544071,48.36
-0.390691,0.948264,-1.596058,0.283227,-0.544071,61.12
0.731575,2.270557,-1.596058,0.283227,-0.544071,70.87
-0.501466,-0.435562,-1.596058,0.283227,-0.544071,39.36
-0.496954,-0.34854,-1.596058,0.283227,-0.544071,54.84
2.394801,-0.270597,-1.596058,0.283227,-0.544071,60.07
-0.467225,-0.6235,-1.596058,0.283227,-0.544071,1.01
-0.467402,-0.691324,-1.596058,0.283227,-0.544071,5.03
0.067187,-0.736723,-1.596058,0.283227,-0.544071,4.77
-0.545883,-0.327372,-1.596058,0.283227,-0.544071,0.36
-0.54314,1.166942,-1.596058,0.283227,-0.544071,4.62
-1.057556,-0.200914,-1.596058,0.283227,-0.544071,3.88
-0.452184,-0.87062,-1.596058,0.283227,-0.544071,0.4
-0.45006,-0.8896,-1.596058,0.283227,-0.544071,5.43
2.202713,-0.898734,-1.596058,0.283227,-0.544071,8.37
-0.388744,1.671355,-1.596058,0.283227,-0.544071,3.45
-0.390691,0.948264,-1.596058,0.283227,-0.544071,4.84
0.731575,2.270557,-1.596058,0.283227,-0.544071,10.04
-0.501466,-0.435562,-1.596058,0.283227,-0.544071,1.31
-0.496954,-0.34854,-1.596058,0.283227,-0.544071,2.69
2.394801,-0.270597,-1.596058,0.283227,-0.544071,4.42
-0.467402,-0.691324,-1.596058,0.283227,-0.544071,1.79
0.067187,-0.736723,-1.596058,0.283227,-0.544071,3.14
-0.54314,1.166942,-1.596058,0.283227,-0.544071,0.75
-1.057556,-0.200914,-1.596058,0.283227,-0.544071,2.73
-0.452184,-0.87062,-1.596058,0.283227,-0.544071,0.52
-0.45006,-0.8896,-1.596058,0.283227,-0.544071,2.39
2.202713,-0.898734,-1.596058,0.283227,-0.544071,6.36
-0.388744,1.671355,-1.596058,0.283227,-0.544071,1.99
-0.390691,0.948264,-1.596058,0.283227,-0.544071,6.32
0.731575,2.270557,-1.596058,0.283227,-0.544071,8.14
-0.496954,-0.34854,-1.596058,0.283227,-0.544071,2.4
2.394801,-0.270597,-1.596058,0.283227,-0.544071,3.97
-0.467225,-0.6235,-1.596058,0.283227,-0.544071,21.37
-0.467402,-0.691324,-1.596058,0.283227,-0.544071,21.55
0.067187,-0.736723,-1.596058,0.283227,-0.544071,23.07
-0.545883,-0.327372,-1.596058,0.283227,-0.544071,2.72
-0.54314,1.166942,-1.596058,0.283227,-0.544071,15.47
-1.057556,-0.200914,-1.596058,0.283227,-0.544071,19.4
-0.452184,-0.87062,-1.596058,0.283227,-0.544071,14.32
-0.45006,-0.8896,-1.596058,0.283227,-0.544071,28.13
2.202713,-0.898734,-1.596058,0.283227,-0.544071,30.76
-0.388744,1.671355,-1.596058,0.283227,-0.544071,40.22
-0.390691,0.948264,-1.596058,0.283227,-0.544071,46.06
0.731575,2.270557,-1.596058,0.283227,-0.544071,51.15
-0.501466,-0.435562,-1.596058,0.283227,-0.544071,30.06
-0.496954,-0.34854,-1.596058,0.283227,-0.544071,30.12
2.394801,-0.270597,-1.596058,0.283227,-0.544071,33.81
-0.467225,-0.6235,-1.596058,0.283227,-0.544071,20.06
-0.467402,-0.691324,-1.596058,0.283227,-0.544071,34.22
0.067187,-0.736723,-1.596058,0.283227,-0.544071,40.3
-0.545883,-0.327372,-1.596058,0.283227,-0.544071,1.19
-0.54314,1.166942,-1.596058,0.283227,-0.544071,27.35
-1.057556,-0.200914,-1.596058,0.283227,-0.544071,26.91
-0.452184,-0.87062,-1.596058,0.283227,-0.544071,5.63
-0.45006,-0.8896,-1.596058,0.283227,-0.544071,51.86
2.202713,-0.898734,-1.596058,0.283227,-0.544071,49.62
-0.388744,1.671355,-1.596058,0.283227,-0.544071,53.94
-0.390691,0.948264,-1.596058,0.283227,-0.544071,65.49
0.731575,2.270557,-1.596058,0.283227,-0.544071,66.14
-0.501466,-0.435562,-1.596058,0.283227,-0.544071,38.12
-0.496954,-0.34854,-1.596058,0.283227,-0.544071,64.27
2.394801,-0.270597,-1.596058,0.283227,-0.544071,65.73
-0.467225,-0.6235,-1.596058,0.283227,-0.544071,18.76
-0.467402,-0.691324,-1.596058,0.283227,-0.544071,28.59
0.067187,-0.736723,-1.596058,0.283227,-0.544071,31.84
-0.545883,-0.327372,-1.596058,0.283227,-0.544071,0.71
-0.54314,1.166942,-1.596058,0.283227,-0.544071,13.25
-1.057556,-0.200914,-1.596058,0.283227,-0.544071,15.93
-0.452184,-0.87062,-1.596058,0.283227,-0.544071,4.06
-0.45006,-0.8896,-1.596058,0.283227,-0.544071,32.63
2.202713,-0.898734,-1.596058,0.283227,-0.544071,32.04
-0.388744,1.671355,-1.596058,0.283227,-0.544071,38.04
-0.390691,0.948264,-1.596058,0.283227,-0.544071,50.51
0.731575,2.270557,-1.596058,0.283227,-0.544071,46.64
-0.501466,-0.435562,-1.596058,0.283227,-0.544071,27.15
-0.496954,-0.34854,-1.596058,0.283227,-0.544071,46.97
2.394801,-0.270597,-1.596058,0.283227,-0.544071,47.28
-0.467225,-0.6235,-1.596058,0.283227,-0.544071,29.18
-0.467402,-0.691324,-1.596058,0.283227,-0.544071,36.56
0.067187,-0.736723,-1.596058,0.283227,-0.544071,49.47
-0.545883,-0.327372,-1.596058,0.283227,-0.544071,1.86
-0.54314,1.166942,-1.596058,0.283227,-0.544071,31.26
-1.057556,-0.200914,-1.596058,0.283227,-0.544071,34.04
-0.452184,-0.87062,-1.596058,0.283227,-0.544071,11.32
-0.45006,-0.8896,-1.596058,0.283227,-0.544071,62.65
2.202713,-0.898734,-1.596058,0.283227,-0.544071,60.29
-0.388744,1.671355,-1.596058,0.283227,-0.544071,77.4
-0.390691,0.948264,-1.596058,0.283227,-0.544071,83.68
0.731575,2.270557,-1.596058,0.283227,-0.544071,84.54
-0.501466,-0.435562,-1.596058,0.283227,-0.544071,49.16
-0.496954,-0.34854,-1.596058,0.283227,-0.544071,76.23
2.394801,-0.270597,-1.596058,0.283227,-0.544071,75.21
0.067187,-0.736723,0.759878,1.19396,-0.580097,10.53
-1.057556,-0.200914,0.759878,1.19396,-0.580097,2.46
-0.452184,-0.87062,0.759878,1.19396,-0.580097,9.08
-0.45006,-0.8896,0.759878,1.19396,-0.580097,9.64
2.202713,-0.898734,0.759878,1.19396,-0.580097,10.37
-0.388744,1.671355,0.759878,1.19396,-0.580097,1.66
-0.390691,0.948264,0.759878,1.19396,-0.580097,2.15
0.731575,2.270557,0.759878,1.19396,-0.580097,27.05
-0.467225,-0.6235,0.759878,1.19396,-0.580097,15.09
-0.467402,-0.691324,0.759878,1.19396,-0.580097,34.51
0.067187,-0.736723,0.759878,1.19396,-0.580097,35.61
-0.545883,-0.327372,0.759878,1.19396,-0.580097,0.44
-0.54314,1.166942,0.759878,1.19396,-0.580097,31.26
-1.057556,-0.200914,0.759878,1.19396,-0.580097,34.24
-0.452184,-0.87062,0.759878,1.19396,-0.580097,6.87
-0.45006,-0.8896,0.759878,1.19396,-0.580097,62.45
2.202713,-0.898734,0.759878,1.19396,-0.580097,65.94
-0.388744,1.671355,0.759878,1.19396,-0.580097,58.33
-0.390691,0.948264,0.759878,1.19396,-0.580097,60.48
0.731575,2.270557,0.759878,1.19396,-0.580097,63.19
-0.501466,-0.435562,0.759878,1.19396,-0.580097,18.37
-0.496954,-0.34854,0.759878,1.19396,-0.580097,59.79
2.394801,-0.270597,0.759878,1.19396,-0.580097,64.64
-0.467225,-0.6235,0.759878,1.19396,-0.580097,17.38
-0.467402,-0.691324,0.759878,1.19396,-0.580097,38.46
0.067187,-0.736723,0.759878,1.19396,-0.580097,51.12
-0.545883,-0.327372,0.759878,1.19396,-0.580097,0.58
-0.54314,1.166942,0.759878,1.19396,-0.580097,45.97
-1.057556,-0.200914,0.759878,1.19396,-0.580097,47.7
-0.452184,-0.87062,0.759878,1.19396,-0.580097,7.23
-0.45006,-0.8896,0.759878,1.19396,-0.580097,79.89
2.202713,-0.898734,0.759878,1.19396,-0.580097,80.58
-0.388744,1.671355,0.759878,1.19396,-0.580097,84.93
-0.390691,0.948264,0.759878,1.19396,-0.580097,89.42
0.731575,2.270557,0.759878,1.19396,-0.580097,89.56
-0.501466,-0.435562,0.759878,1.19396,-0.580097,13.66
-0.496954,-0.34854,0.759878,1.19396,-0.580097,86.9
2.394801,-0.270597,0.759878,1.19396,-0.580097,87.24
-0.467225,-0.6235,0.759878,1.19396,-0.580097,11.3
-0.467402,-0.691324,0.759878,1.19396,-0.580097,10.83
0.067187,-0.736723,0.759878,1.19396,-0.580097,12.11
-0.545883,-0.327372,0.759878,1.19396,-0.580097,1.04
-0.54314,1.166942,0.759878,1.19396,-0.580097,15.16
-1.057556,-0.200914,0.759878,1.19396,-0.580097,19.47
-0.452184,-0.87062,0.759878,1.19396,-0.580097,8.04
-0.45006,-0.8896,0.759878,1.19396,-0.580097,23.74
2.202713,-0.898734,0.759878,1.19396,-0.580097,30.46
-0.388744,1.671355,0.759878,1.19396,-0.580097,24.62
-0.390691,0.948264,0.759878,1.19396,-0.580097,28.58
0.731575,2.270557,0.759878,1.19396,-0.580097,36.15
-0.501466,-0.435562,0.759878,1.19396,-0.580097,13.72
-0.496954,-0.34854,0.759878,1.19396,-0.580097,13.98
2.394801,-0.270597,0.759878,1.19396,-0.580097,18.14
-0.467225,-0.6235,0.759878,1.19396,-0.580097,0.93
-0.467402,-0.691324,0.759878,1.19396,-0.580097,7.32
0.067187,-0.736723,0.759878,1.19396,-0.580097,21.43
-0.54314,1.166942,0.759878,1.19396,-0.580097,3.29
-1.057556,-0.200914,0.759878,1.19396,-0.580097,23.04
-0.45006,-0.8896,0.759878,1.19396,-0.580097,7.48
2.202713,-0.898734,0.759878,1.19396,-0.580097,40
-0.388744,1.671355,0.759878,1.19396,-0.580097,9.84
-0.390691,0.948264,0.759878,1.19396,-0.580097,16.26
0.731575,2.270557,0.759878,1.19396,-0.580097,36.06
-0.496954,-0.34854,0.759878,1.19396,-0.580097,15.39
2.394801,-0.270597,0.759878,1.19396,-0.580097,27.68
-0.467225,-0.6235,0.759878,1.19396,-0.580097,20.25
-0.467402,-0.691324,0.759878,1.19396,-0.580097,29.08
0.067187,-0.736723,0.759878,1.19396,-0.580097,38.8
-0.545883,-0.327372,0.759878,1.19396,-0.580097,0.85
-0.54314,1.166942,0.759878,1.19396,-0.580097,26.78
-1.057556,-0.200914,0.759878,1.19396,-0.580097,29.42
-0.452184,-0.87062,0.759878,1.19396,-0.580097,7.69
-0.45006,-0.8896,0.759878,1.19396,-0.580097,45.39
2.202713,-0.898734,0.759878,1.19396,-0.580097,59.86
-0.388744,1.671355,0.759878,1.19396,-0.580097,49.95
-0.390691,0.948264,0.759878,1.19396,-0.580097,50.71
0.731575,2.270557,0.759878,1.19396,-0.580097,77.96
-0.501466,-0.435562,0.759878,1.19396,-0.580097,15.12
-0.496954,-0.34854,0.759878,1.19396,-0.580097,45.5
2.394801,-0.270597,0.759878,1.19396,-0.580097,48.18
-0.467225,-0.6235,0.759878,1.19396,-0.580097,1.23
-0.467402,-0.691324,0.759878,1.19396,-0.580097,5.99
0.067187,-0.736723,0.759878,1.19396,-0.580097,4.02
-0.54314,1.166942,0.759878,1.19396,-0.580097,3.26
-1.057556,-0.200914,0.759878,1.19396,-0.580097,6.29
-0.452184,-0.87062,0.759878,1.19396,-0.580097,9.61
-0.45006,-0.8896,0.759878,1.19396,-0.580097,13.6
2.202713,-0.898734,0.759878,1.19396,-0.580097,10.04
-0.388744,1.671355,0.759878,1.19396,-0.580097,4.44
-0.390691,0.948264,0.759878,1.19396,-0.580097,2.41
0.731575,2.270557,0.759878,1.19396,-0.580097,12.05
-0.496954,-0.34854,0.759878,1.19396,-0.580097,6.36
2.394801,-0.270597,0.759878,1.19396,-0.580097,6.5
-0.467225,-0.6235,0.759878,1.19396,-0.580097,0.7
-0.467402,-0.691324,0.759878,1.19396,-0.580097,2.07
0.067187,-0.736723,0.759878,1.19396,-0.580097,3.57
-0.54314,1.166942,0.759878,1.19396,-0.580097,0.65
-1.057556,-0.200914,0.759878,1.19396,-0.580097,2.04
-0.452184,-0.87062,0.759878,1.19396,-0.580097,0.86
-0.45006,-0.8896,0.759878,1.19396,-0.580097,2.37
2.202713,-0.898734,0.759878,1.19396,-0.580097,6.03
-0.390691,0.948264,0.759878,1.19396,-0.580097,1.59
0.731575,2.270557,0.759878,1.19396,-0.580097,2.63
-0.496954,-0.34854,0.759878,1.19396,-0.580097,1.73
2.394801,-0.270597,0.759878,1.19396,-0.580097,2.66
-0.467225,-0.6235,0.759878,1.19396,-0.580097,20.08
-0.467402,-0.691324,0.759878,1.19396,-0.580097,22.44
0.067187,-0.736723,0.759878,1.19396,-0.580097,22.47
-0.545883,-0.327372,0.759878,1.19396,-0.580097,0.79
-0.54314,1.166942,0.759878,1.19396,-0.580097,15.38
-1.057556,-0.200914,0.759878,1.19396,-0.580097,15.73
-0.452184,-0.87062,0.759878,1.19396,-0.580097,13.65
-0.45006,-0.8896,0.759878,1.19396,-0.580097,30.88
2.202713,-0.898734,0.759878,1.19396,-0.580097,33.7
-0.388744,1.671355,0.759878,1.19396,-0.580097,40.01
-0.390691,0.948264,0.759878,1.19396,-0.580097,40.9
0.731575,2.270557,0.759878,1.19396,-0.580097,44.94
-0.501466,-0.435562,0.759878,1.19396,-0.580097,28.91
-0.496954,-0.34854,0.759878,1.19396,-0.580097,32.17
2.394801,-0.270597,0.759878,1.19396,-0.580097,33.39
-0.467225,-0.6235,0.759878,1.19396,-0.580097,16.27
-0.467402,-0.691324,0.759878,1.19396,-0.580097,30.61
0.067187,-0.736723,0.759878,1.19396,-0.580097,42.7
-0.545883,-0.327372,0.759878,1.19396,-0.580097,0.59
-0.54314,1.166942,0.759878,1.19396,-0.580097,23.1
-1.057556,-0.200914,0.759878,1.19396,-0.580097,29.85
-0.452184,-0.87062,0.759878,1.19396,-0.580097,9.23
-0.45006,-0.8896,0.759878,1.19396,-0.580097,54.91
2.202713,-0.898734,0.759878,1.19396,-0.580097,59.29
-0.388744,1.671355,0.759878,1.19396,-0.580097,56.5
-0.390691,0.948264,0.759878,1.19396,-0.580097,63.57
0.731575,2.270557,0.759878,1.19396,-0.580097,68.44
-0.501466,-0.435562,0.759878,1.19396,-0.580097,36.11
-0.496954,-0.34854,0.759878,1.19396,-0.580097,70.74
2.394801,-0.270597,0.759878,1.19396,-0.580097,73.25
-0.467225,-0.6235,0.759878,1.19396,-0.580097,16.1
-0.467402,-0.691324,0.759878,1.19396,-0.580097,29.9
0.067187,-0.736723,0.759878,1.19396,-0.580097,33.01
-0.54314,1.166942,0.759878,1.19396,-0.580097,11.92
-1.057556,-0.200914,0.759878,1.19396,-0.580097,18.21
-0.452184,-0.87062,0.759878,1.19396,-0.580097,9.58
-0.45006,-0.8896,0.759878,1.19396,-0.580097,38.52
2.202713,-0.898734,0.759878,1.19396,-0.580097,44.02
-0.388744,1.671355,0.759878,1.19396,-0.580097,36.67
-0.390691,0.948264,0.759878,1.19396,-0.580097,43.48
0.731575,2.270557,0.759878,1.19396,-0.580097,47.63
-0.501466,-0.435562,0.759878,1.19396,-0.580097,24.8
-0.496954,-0.34854,0.759878,1.19396,-0.580097,53.55
2.394801,-0.270597,0.759878,1.19396,-0.580097,58.68
-0.467225,-0.6235,0.759878,1.19396,-0.580097,22.91
-0.467402,-0.691324,0.759878,1.19396,-0.580097,36.55
0.067187,-0.736723,0.759878,1.19396,-0.580097,49.3
-0.545883,-0.327372,0.759878,1.19396,-0.580097,0.71
-0.54314,1.166942,0.759878,1.19396,-0.580097,29.58
-1.057556,-0.200914,0.759878,1.19396,-0.580097,35.51
-0.452184,-0.87062,0.759878,1.19396,-0.580097,13.45
-0.45006,-0.8896,0.759878,1.19396,-0.580097,65.07
2.202713,-0.898734,0.759878,1.19396,-0.580097,69.13
-0.388744,1.671355,0.759878,1.19396,-0.580097,80.1
-0.390691,0.948264,0.759878,1.19396,-0.580097,85.13
0.731575,2.270557,0.759878,1.19396,-0.580097,89.6
-0.501466,-0.435562,0.759878,1.19396,-0.580097,40.91
-0.496954,-0.34854,0.759878,1.19396,-0.580097,80
2.394801,-0.270597,0.759878,1.19396,-0.580097,83.41
0.067187,-0.736723,0.897563,0.066217,-0.58353,12.15
-1.057556,-0.200914,0.897563,0.066217,-0.58353,7.84
-0.45006,-0.8896,0.897563,0.066217,-0.58353,1.02
2.202713,-0.898734,0.897563,0.066217,-0.58353,14.18
0.731575,2.270557,0.897563,0.066217,-0.58353,17.54
2.394801,-0.270597,0.897563,0.066217,-0.58353,16.77
-0.467225,-0.6235,0.897563,0.066217,-0.58353,12.19
-0.467402,-0.691324,0.897563,0.066217,-0.58353,34.44
0.067187,-0.736723,0.897563,0.066217,-0.58353,36.63
-0.545883,-0.327372,0.897563,0.066217,-0.58353,0.41
-0.54314,1.166942,0.897563,0.066217,-0.58353,33.22
-1.057556,-0.200914,0.897563,0.066217,-0.58353,37.49
-0.452184,-0.87062,0.897563,0.066217,-0.58353,1.16
-0.45006,-0.8896,0.897563,0.066217,-0.58353,50.13
2.202713,-0.898734,0.897563,0.066217,-0.58353,58.15
-0.388744,1.671355,0.897563,0.066217,-0.58353,43.95
-0.390691,0.948264,0.897563,0.066217,-0.58353,46.59
0.731575,2.270557,0.897563,0.066217,-0.58353,51.26
-0.501466,-0.435562,0.897563,0.066217,-0.58353,14.93
-0.496954,-0.34854,0.897563,0.066217,-0.58353,55.59
2.394801,-0.270597,0.897563,0.066217,-0.58353,55.79
-0.467225,-0.6235,0.897563,0.066217,-0.58353,14.51
-0.467402,-0.691324,0.897563,0.066217,-0.58353,38.38
0.067187,-0.736723,0.897563,0.066217,-0.58353,52.49
-0.545883,-0.327372,0.897563,0.066217,-0.58353,0.79
-0.54314,1.166942,0.897563,0.066217,-0.58353,47.61
-1.057556,-0.200914,0.897563,0.066217,-0.58353,50.84
-0.452184,-0.87062,0.897563,0.066217,-0.58353,1.23
-0.45006,-0.8896,0.897563,0.066217,-0.58353,75.29
2.202713,-0.898734,0.897563,0.066217,-0.58353,79.2
-0.388744,1.671355,0.897563,0.066217,-0.58353,83.03
-0.390691,0.948264,0.897563,0.066217,-0.58353,93.56
0.731575,2.270557,0.897563,0.066217,-0.58353,96.13
-0.501466,-0.435562,0.897563,0.066217,-0.58353,11.54
-0.496954,-0.34854,0.897563,0.066217,-0.58353,89.97
2.394801,-0.270597,0.897563,0.066217,-0.58353,86.79
-0.467225,-0.6235,0.897563,0.066217,-0.58353,7.26
-0.467402,-0.691324,0.897563,0.066217,-0.58353,9.58
0.067187,-0.736723,0.897563,0.066217,-0.58353,10.76
-0.545883,-0.327372,0.897563,0.066217,-0.58353,0.61
-0.54314,1.166942,0.897563,0.066217,-0.58353,10.64
-1.057556,-0.200914,0.897563,0.066217,-0.58353,14.36
-0.452184,-0.87062,0.897563,0.066217,-0.58353,1.58
-0.45006,-0.8896,0.897563,0.066217,-0.58353,13.89
2.202713,-0.898734,0.897563,0.066217,-0.58353,23.26
-0.388744,1.671355,0.897563,0.066217,-0.58353,15.65
-0.390691,0.948264,0.897563,0.066217,-0.58353,16.41
0.731575,2.270557,0.897563,0.066217,-0.58353,23.02
-0.501466,-0.435562,0.897563,0.066217,-0.58353,7.49
-0.496954,-0.34854,0.897563,0.066217,-0.58353,12.6
2.394801,-0.270597,0.897563,0.066217,-0.58353,14.37
-0.467402,-0.691324,0.897563,0.066217,-0.58353,3.84
0.067187,-0.736723,0.897563,0.066217,-0.58353,13.98
-0.54314,1.166942,0.897563,0.066217,-0.58353,1.52
-1.057556,-0.200914,0.897563,0.066217,-0.58353,16.01
-0.45006,-0.8896,0.897563,0.066217,-0.58353,3.74
2.202713,-0.898734,0.897563,0.066217,-0.58353,27.85
-0.388744,1.671355,0.897563,0.066217,-0.58353,3.96
-0.390691,0.948264,0.897563,0.066217,-0.58353,6.17
0.731575,2.270557,0.897563,0.066217,-0.58353,14.42
-0.496954,-0.34854,0.897563,0.066217,-0.58353,7.47
2.394801,-0.270597,0.897563,0.066217,-0.58353,17.36
-0.467225,-0.6235,0.897563,0.066217,-0.58353,5.89
-0.467402,-0.691324,0.897563,0.066217,-0.58353,27.06
0.067187,-0.736723,0.897563,0.066217,-0.58353,34.66
-0.54314,1.166942,0.897563,0.066217,-0.58353,24.42
-1.057556,-0.200914,0.897563,0.066217,-0.58353,25.13
-0.452184,-0.87062,0.897563,0.066217,-0.58353,0.95
-0.45006,-0.8896,0.897563,0.066217,-0.58353,43.35
2.202713,-0.898734,0.897563,0.066217,-0.58353,51.59
-0.388744,1.671355,0.897563,0.066217,-0.58353,48.19
-0.390691,0.948264,0.897563,0.066217,-0.58353,49.15
0.731575,2.270557,0.897563,0.066217,-0.58353,63.35
-0.501466,-0.435562,0.897563,0.066217,-0.58353,3.65
-0.496954,-0.34854,0.897563,0.066217,-0.58353,43.18
2.394801,-0.270597,0.897563,0.066217,-0.58353,47.34
